Name,Season,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected XG,Expected NpxG,Expected XAG,Expected NpxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes XG,Per 90 Minutes XAG,Per 90 Minutes XG+xAG,Per 90 Minutes NpxG,Per 90 Minutes NpxG+xAG,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard FK,Standard PK,Standard PKatt,Expected NpxG/Sh,Expected G-xG,Expected Np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,XAG,Expected XA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Playing Time Mn/MP,Starts Starts,Starts Compl,Subs Subs,Subs UnSub,Team Success OnG,Team Success OnGA,Team Success +/-,Team Success +/-90,Team Success (xG) OnxG,Team Success (xG) OnxGA,Team Success (xG) XG+/-,Team Success (xG) XG+/-90,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Voting Points,Winner,League Winner,UCL Winner,Cup Winner,Major International Continental Trophy Winner,World Cup Winner,Vote Share Overall,Vote Share Outfield
Erling Haaland,2024-2025,24,2000,34,33,2918,32.4,23,4,27,20,3,5,2,0,22.0,18.8,3.0,21.8,24,20,124,0.7098765432098766,0.1234567901234568,0.8333333333333334,0.617283950617284,0.7407407407407408,0.6790123456790124,0.0925925925925926,0.7716049382716049,0.5802469135802469,0.6728395061728396,32.4,23,114,60,52.63157894736842,3.5185185185185186,1.8518518518518519,0.20175438596491227,0.38333333333333336,1,3,5,0.1649122807017544,0.0,0.2,255,381,66.92913385826772,3086,593,175,246,71.13821138211382,59,84,70.23809523809523,4,6,66.66666666666666,4,3.0,2.0,0.0,29,10,8,1,20,381,372,7,0,1,0,3,1,0,0,0,0,255,2,10,71,2.191358024691358,51,0,8,10,2,0,9,0.2777777777777778,6,0,2,1,0,0,11,6,3,3,5,3,8,37.5,5,12,1,11,5,16,23,0,639,22,40,222,384,190,635,36,13,36.11111111111111,20,55.55555555555556,310,1494,577,24,15,23,45,27,478,124,85.82352941176471,33,26,1,2,61,40,21,0.6481481481481481,56.2,40.5,15.7,0.4845679012345679,0,25,13,4,3,5,6,0,0,0,34,57,50,53.271028037383175,18,0,0.0,0.0,0.0,0.0,0.0,0.0026865671641791,0.0027573529411764
Fabian Ruiz Pena,2024-2025,27,1996,42,32,2848,31.7,6,7,13,6,0,0,2,0,6.0,6.0,5.7,11.6,65,252,108,0.18927444794952683,0.22082018927444796,0.41009463722397477,0.18927444794952683,0.41009463722397477,0.18927444794952683,0.1798107255520505,0.36908517350157727,0.18927444794952683,0.3659305993690852,31.7,6,66,20,30.303030303030305,2.082018927444795,0.6309148264984227,0.09090909090909091,0.3,0,0,0,0.09090909090909091,0.0,0.0,1850,2069,89.41517641372644,30133,7773,940,1016,92.51968503937007,728,785,92.73885350318471,131,170,77.05882352941177,7,5.7,5.8,1.3,46,201,42,3,252,2069,2004,61,45,9,18,39,11,3,0,0,0,1850,4,34,108,3.406940063091483,95,0,4,6,1,2,19,0.5993690851735016,15,0,2,1,0,1,46,41,18,15,13,27,57,47.368421052631575,30,28,3,25,24,66,32,2,2298,57,316,1331,667,74,2298,37,26,70.27027027027027,11,29.72972972972973,1364,6935,3620,65,55,10,27,24,1829,108,67.80952380952381,32,19,10,3,82,30,52,1.640378548895899,65.39999999999999,26.7,38.7,1.2208201892744481,0,11,16,6,39,24,41,0,0,0,181,6,9,40.0,20,0,1.0,1.0,1.0,0.0,0.0,0.0029850746268656,0.003063725490196
Florian Wirtz,2024-2025,20,2003,40,30,2885,32.0,12,13,25,10,2,4,6,0,10.0,6.699999999999999,7.8,14.5,148,196,343,0.375,0.40625,0.78125,0.3125,0.71875,0.3125,0.24375,0.55625,0.20937499999999998,0.453125,32.0,12,90,39,43.333333333333336,2.8125,1.21875,0.13333333333333333,0.3076923076923077,1,2,4,0.07444444444444444,2.0,3.3,1538,1939,79.31923671995874,20722,5637,981,1113,88.14016172506739,415,551,75.31760435571688,72,138,52.17391304347826,13,7.8,10.2,4.2,64,104,68,8,196,1939,1797,131,25,28,9,116,54,44,17,4,0,1538,11,42,160,5.0,117,8,24,6,4,1,26,0.8125,18,0,4,3,1,0,35,24,10,14,11,10,25,40.0,15,35,3,32,15,46,7,1,2317,11,147,909,1290,149,2313,179,91,50.83798882681564,82,45.81005586592179,1359,8049,4124,148,85,57,63,51,1814,343,72.125,30,19,10,0,67,37,30,0.9375,49.8,30.0,19.8,0.61875,0,29,43,14,116,15,24,1,0,0,130,10,40,20.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0007462686567164,0.000765931372549
Harry Kane,2024-2025,30,1993,40,36,3055,34.0,30,10,40,20,10,10,7,0,23.1,15.4,5.6,20.9,32,115,161,0.8823529411764706,0.29411764705882354,1.1764705882352942,0.5882352941176471,0.8823529411764706,0.6794117647058824,0.16470588235294117,0.8441176470588236,0.45294117647058824,0.6147058823529411,34.0,30,125,53,42.4,3.676470588235294,1.5588235294117647,0.24,0.5660377358490566,6,10,10,0.1232,5.9,3.6,580,749,77.4365821094793,10624,2676,264,321,82.2429906542056,231,270,85.55555555555556,71,100,71.0,10,5.6,5.8,3.4000000000000004,40,62,43,3,115,749,717,25,2,17,19,17,11,1,0,0,0,580,7,27,100,2.9411764705882355,66,1,9,18,6,0,22,0.6470588235294118,12,0,2,4,4,0,17,14,5,10,2,3,9,33.33333333333333,6,18,4,14,3,20,16,0,1069,23,87,400,587,187,1059,57,24,42.10526315789473,32,56.14035087719298,610,2761,1144,32,27,23,52,31,837,161,76.375,36,17,4,0,94,23,71,2.088235294117647,70.2,23.200000000000003,47.0,1.3823529411764706,0,17,33,16,17,3,14,3,0,0,72,41,34,54.666666666666664,112,0,1.0,0.0,0.0,0.0,0.0,0.0167164179104477,0.017156862745098
Joao Neves,2024-2025,19,2004,36,28,2356,26.2,4,8,12,4,0,0,2,0,3.1,3.1,4.0,7.1,36,152,83,0.15267175572519084,0.3053435114503817,0.4580152671755725,0.15267175572519084,0.4580152671755725,0.1183206106870229,0.15267175572519084,0.27099236641221375,0.1183206106870229,0.27099236641221375,26.2,4,33,13,39.39393939393939,1.2595419847328244,0.4961832061068702,0.12121212121212122,0.3076923076923077,0,0,0,0.09393939393939395,-0.1,-0.1,1559,1708,91.27634660421545,24855,5613,829,879,94.3117178612059,590,632,93.35443037974683,104,133,78.19548872180451,8,4.0,4.0,4.0,33,136,22,2,152,1708,1610,95,36,11,17,18,48,0,0,0,0,1559,3,15,71,2.7099236641221376,59,1,3,2,3,3,14,0.5343511450381679,14,0,0,0,0,0,63,40,20,26,17,27,45,60.0,18,30,9,21,30,91,22,1,1935,47,330,1103,519,56,1935,32,17,53.125,12,37.5,1072,5148,2402,36,45,3,26,17,1458,83,65.44444444444444,28,14,8,7,78,30,48,1.83206106870229,53.6,22.5,31.1,1.1870229007633588,0,26,36,4,18,30,40,0,0,0,131,21,13,61.76470588235294,40,0,1.0,1.0,1.0,0.0,0.0,0.0059701492537313,0.0061274509803921
Jude Bellingham,2024-2025,20,2003,42,39,3518,39.0,12,10,22,11,1,2,8,2,12.0,10.5,4.3,14.8,100,235,179,0.3076923076923077,0.2564102564102564,0.5641025641025641,0.28205128205128205,0.5384615384615384,0.3076923076923077,0.11025641025641025,0.41794871794871796,0.2692307692307692,0.3794871794871795,39.0,12,77,30,38.961038961038966,1.9743589743589745,0.7692307692307693,0.15584415584415584,0.4,0,1,2,0.13636363636363635,-1.0,-0.5,1644,1911,86.02825745682888,26193,5651,894,979,91.317671092952,582,665,87.51879699248121,132,166,79.51807228915662,10,4.3,5.6,4.699999999999999,48,158,36,0,235,1911,1846,54,24,25,22,29,14,1,0,0,0,1644,11,35,124,3.1794871794871793,102,1,5,9,3,4,17,0.4358974358974359,15,0,0,1,1,0,76,49,23,32,21,30,51,58.82352941176471,21,44,3,41,34,108,30,2,2324,41,287,1144,923,144,2322,112,58,51.78571428571429,43,38.392857142857146,1529,7942,3736,100,82,23,66,54,1908,179,83.76190476190476,39,26,3,1,79,46,33,0.8461538461538461,60.3,39.8,20.5,0.5256410256410257,0,44,94,11,29,34,49,1,0,0,124,37,44,45.67901234567901,21,0,0.0,0.0,0.0,0.0,0.0,0.0031343283582089,0.0032169117647058
Khvicha Kvaratskhelia,2024-2025,22,2001,39,33,2722,30.299999999999997,10,6,16,9,1,1,1,0,8.399999999999999,7.699999999999999,9.2,16.8,140,110,239,0.3300330033003301,0.19801980198019803,0.5280528052805281,0.29702970297029707,0.4950495049504951,0.2772277227722772,0.30363036303630364,0.5808580858085809,0.25412541254125415,0.5544554455445545,30.299999999999997,10,101,37,36.633663366336634,3.3333333333333335,1.2211221122112212,0.09900990099009901,0.2702702702702703,5,1,1,0.07623762376237624,1.6,1.2999999999999998,888,1094,81.17001828153565,13473,3470,525,573,91.62303664921467,274,324,84.5679012345679,62,123,50.40650406504065,6,9.2,7.3,-3.1999999999999997,61,66,48,9,110,1094,977,111,23,12,8,109,18,65,34,17,0,888,6,29,130,4.29042904290429,90,14,12,5,6,3,14,0.4620462046204621,10,0,3,1,0,0,38,31,8,26,4,20,44,45.45454545454545,24,22,2,20,6,44,13,0,1457,8,105,567,814,156,1456,155,55,35.483870967741936,82,52.903225806451616,927,6982,3829,140,105,70,49,52,1115,239,69.7948717948718,33,12,6,4,56,24,32,1.0561056105610562,48.2,28.3,20.0,0.6600660066006602,0,29,63,0,109,6,31,0,0,0,85,7,16,30.434782608695656,123,0,1.0,1.0,1.0,0.0,0.0,0.0183582089552238,0.0188419117647058
Kylian Mbappe,2024-2025,25,1998,43,40,3607,40.099999999999994,34,4,38,26,8,10,4,1,28.799999999999997,20.700000000000003,8.4,29.1,178,167,441,0.8478802992518705,0.09975062344139653,0.947630922693267,0.6483790523690774,0.748129675810474,0.7182044887780549,0.2094763092269327,0.9276807980049876,0.5162094763092271,0.7256857855361597,40.099999999999994,34,186,87,46.774193548387096,4.638403990024939,2.169576059850374,0.1827956989247312,0.39080459770114945,4,8,10,0.11129032258064518,3.1999999999999997,3.3000000000000003,1107,1327,83.42125094197438,16078,2913,671,756,88.75661375661376,295,344,85.75581395348837,76,93,81.72043010752688,4,8.4,7.6,-4.4,54,88,62,4,167,1327,1248,73,4,6,24,42,13,8,1,1,0,1107,6,37,160,3.990024937655861,99,3,31,18,9,0,16,0.3990024937655861,9,1,2,3,1,0,9,5,2,3,4,1,7,14.285714285714285,6,7,1,6,1,10,1,1,1810,2,46,498,1283,359,1800,221,100,45.248868778280546,106,47.963800904977376,1259,8259,4448,178,109,116,90,55,1563,441,83.88372093023256,40,25,3,1,80,40,40,0.9975062344139652,76.3,39.7,36.599999999999994,0.912718204488778,0,27,49,46,42,1,5,3,0,0,46,6,6,50.0,378,0,0.0,0.0,0.0,0.0,0.0,0.0564179104477611,0.0579044117647058
Lamine Yamal,2024-2025,16,2007,47,42,3821,42.4,12,22,34,12,0,0,4,0,11.6,11.6,16.7,28.4,212,183,476,0.2830188679245283,0.5188679245283019,0.8018867924528302,0.2830188679245283,0.8018867924528302,0.27358490566037735,0.3938679245283019,0.6674528301886792,0.27358490566037735,0.6698113207547169,42.4,12,181,62,34.25414364640884,4.268867924528302,1.4622641509433962,0.06629834254143646,0.1935483870967742,3,0,0,0.06408839779005525,-1.6,-1.6,1319,1758,75.02844141069397,18460,5184,827,955,86.59685863874346,372,507,73.37278106508876,63,141,44.680851063829785,22,16.7,13.6,0.2999999999999999,83,83,107,19,183,1758,1685,64,7,35,4,141,25,32,12,0,0,1319,9,66,219,5.165094339622642,137,4,41,21,12,4,33,0.7783018867924528,24,0,5,2,2,0,53,36,13,21,19,21,47,44.680851063829785,26,18,0,18,23,72,5,0,2379,11,122,740,1562,259,2379,349,173,49.570200573065904,146,41.833810888252145,1681,11493,5991,212,110,109,113,56,1936,476,81.29787234042553,42,24,5,0,123,37,86,2.0283018867924527,90.9,35.6,55.3,1.304245283018868,0,44,76,23,141,23,36,2,0,0,137,2,5,28.57142857142857,1059,0,1.0,0.0,1.0,0.0,0.0,0.1580597014925373,0.1622242647058823
Lautaro Martinez,2024-2025,26,1997,33,32,2682,29.8,12,3,15,12,0,0,1,0,13.5,13.5,4.3,17.8,34,68,197,0.40268456375838924,0.10067114093959731,0.5033557046979865,0.40268456375838924,0.5033557046979865,0.45302013422818793,0.1442953020134228,0.5973154362416108,0.45302013422818793,0.5973154362416108,29.8,12,106,35,33.0188679245283,3.557046979865772,1.174496644295302,0.11320754716981132,0.34285714285714286,0,0,0,0.12735849056603774,-1.5,-1.5,472,634,74.44794952681389,7494,1609,264,324,81.48148148148148,152,198,76.76767676767676,41,56,73.21428571428571,3,4.3,4.3,-1.3,36,41,22,1,68,634,596,30,3,9,10,13,2,0,0,0,0,472,8,21,77,2.5838926174496644,58,0,2,12,4,1,8,0.2684563758389262,5,0,1,2,0,0,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0,981,15,84,413,494,162,981,47,17,36.17021276595745,25,53.191489361702125,625,2739,1101,34,27,12,70,54,754,197,81.27272727272727,32,16,1,2,58,30,28,0.9395973154362416,48.7,25.8,23.0,0.7718120805369127,0,43,45,24,13,10,16,0,0,0,73,35,38,47.94520547945205,37,0,0.0,0.0,0.0,0.0,0.0,0.0055223880597014,0.0056678921568627
Michael Olise,2024-2025,22,2001,36,29,2438,27.1,12,16,28,12,0,0,3,0,9.7,9.7,12.0,21.7,119,184,381,0.44280442804428044,0.5904059040590406,1.033210332103321,0.44280442804428044,1.033210332103321,0.35793357933579334,0.44280442804428044,0.8007380073800737,0.35793357933579334,0.8007380073800737,27.1,12,88,36,40.909090909090914,3.2472324723247232,1.3284132841328413,0.13636363636363635,0.3333333333333333,7,0,0,0.11022727272727272,2.3,2.3,1290,1585,81.38801261829653,19018,5660,809,881,91.82746878547105,397,474,83.75527426160338,67,143,46.85314685314685,16,12.0,12.5,3.0,90,89,111,13,184,1585,1451,128,14,25,7,136,41,72,45,3,0,1290,6,44,169,6.236162361623616,121,17,15,7,9,0,25,0.9225092250922509,13,3,2,3,4,0,36,24,10,21,5,17,38,44.73684210526316,21,23,1,22,8,44,16,2,1957,18,107,665,1208,148,1957,151,72,47.682119205298015,60,39.735099337748345,1305,7418,3808,119,69,46,59,29,1556,381,67.72222222222223,29,11,7,1,72,24,48,1.7712177121771218,61.1,20.4,40.7,1.5018450184501846,0,23,69,5,136,8,24,2,0,0,105,11,12,47.82608695652174,4,0,1.0,0.0,0.0,0.0,0.0,0.0005970149253731,0.0006127450980392
Mohamed Salah,2024-2025,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,155,144,488,0.7733333333333333,0.48,1.2533333333333334,0.5333333333333333,1.0133333333333334,0.6719999999999999,0.37866666666666665,1.0506666666666666,0.48533333333333334,0.864,37.5,29,121,50,41.32231404958678,3.2266666666666666,1.3333333333333333,0.2396694214876033,0.58,1,9,9,0.15041322314049585,3.8,1.8,892,1263,70.62549485352335,13343,3919,501,601,83.36106489184692,302,433,69.7459584295612,59,100,59.0,18,14.2,9.1,3.8,88,53,93,15,144,1263,1227,30,7,19,3,79,23,0,0,0,0,892,6,62,169,4.506666666666667,123,2,22,14,5,3,27,0.72,20,0,5,2,0,0,21,11,7,5,9,8,17,47.05882352941176,9,12,0,12,9,30,5,0,1695,11,97,500,1119,356,1686,137,58,42.33576642335766,72,52.55474452554745,1150,6909,3700,155,59,127,116,67,1407,488,88.71052631578948,38,29,0,0,85,40,45,1.2,81.6,38.1,43.5,1.16,0,25,39,18,79,9,11,0,0,0,101,9,14,39.130434782608695,657,0,1.0,0.0,0.0,0.0,0.0,0.0980597014925373,0.1006433823529411
Nuno Mendes,2024-2025,21,2002,33,26,2455,27.3,1,4,5,1,0,0,3,0,2.4000000000000004,2.4000000000000004,5.0,7.4,69,158,133,0.03663003663003663,0.14652014652014653,0.18315018315018314,0.03663003663003663,0.18315018315018314,0.08791208791208792,0.18315018315018314,0.27106227106227104,0.08791208791208792,0.27106227106227104,27.3,1,27,11,40.74074074074074,0.9890109890109889,0.40293040293040294,0.037037037037037035,0.09090909090909091,1,0,0,0.0888888888888889,-1.4,-1.4,1615,1853,87.1559633027523,27856,7853,747,813,91.88191881918819,724,806,89.82630272952854,125,179,69.83240223463687,4,5.0,4.199999999999999,-2.0,33,155,36,14,158,1853,1652,198,41,3,29,89,148,9,5,3,0,1615,3,25,80,2.93040293040293,59,6,5,4,4,2,7,0.2564102564102564,6,1,0,0,0,0,42,27,22,15,5,29,50,57.99999999999999,21,31,10,21,30,65,48,2,2130,67,464,1133,554,51,2130,74,38,51.35135135135135,35,47.2972972972973,1268,6164,4010,69,51,15,33,30,1531,133,74.39393939393939,26,19,7,5,64,22,42,1.5384615384615383,56.599999999999994,17.2,39.3,1.4395604395604393,0,21,35,2,89,30,27,1,1,0,122,25,16,60.97560975609756,171,0,1.0,1.0,1.0,0.0,0.0,0.0255223880597014,0.0261948529411764
Ousmane Dembele,2024-2025,26,1997,38,27,2420,26.9,24,7,31,23,1,1,2,0,17.1,16.3,9.4,25.7,159,151,298,0.892193308550186,0.26022304832713755,1.1524163568773236,0.8550185873605949,1.1152416356877324,0.6356877323420075,0.34944237918215615,0.9851301115241636,0.6059479553903346,0.9553903345724908,26.9,24,125,59,47.199999999999996,4.646840148698885,2.193308550185874,0.192,0.4067796610169492,0,1,1,0.13040000000000002,3.9,3.7,963,1244,77.41157556270096,15519,4150,519,613,84.66557911908646,329,406,81.03448275862068,88,137,64.23357664233576,7,9.4,8.1,-3.4000000000000004,77,99,63,5,151,1244,1140,96,13,15,11,141,5,64,17,24,0,963,8,45,137,5.092936802973978,90,22,12,7,5,1,17,0.6319702602230484,12,0,1,2,2,0,19,10,0,12,7,7,15,46.666666666666664,8,10,0,10,10,29,4,2,1551,4,60,553,952,186,1550,127,57,44.881889763779526,62,48.818897637795274,1037,7509,4326,159,105,78,49,32,1288,298,63.68421052631579,27,8,11,3,69,22,47,1.7472118959107807,59.1,20.6,38.400000000000006,1.4275092936802978,0,18,22,13,141,10,10,2,0,0,51,7,8,46.666666666666664,1380,1,1.0,1.0,1.0,0.0,0.0,0.2059701492537313,0.2113970588235294
Pedri,2024-2025,21,2002,47,45,3515,39.1,6,7,13,6,0,0,3,0,3.3000000000000003,3.3000000000000003,8.200000000000001,11.5,98,370,152,0.1534526854219949,0.17902813299232737,0.33248081841432225,0.1534526854219949,0.33248081841432225,0.0843989769820972,0.20971867007672637,0.29411764705882354,0.0843989769820972,0.29411764705882354,39.1,6,37,17,45.94594594594595,0.9462915601023018,0.43478260869565216,0.16216216216216217,0.35294117647058826,0,0,0,0.0891891891891892,0.7,0.7,2484,2838,87.52642706131078,41893,10411,1210,1289,93.87121799844842,974,1091,89.27589367552704,238,329,72.3404255319149,7,8.200000000000001,9.5,-2.1999999999999997,80,340,81,4,370,2838,2694,140,74,28,16,69,15,41,22,1,0,2484,4,45,181,4.6291560102301785,163,8,3,2,4,1,18,0.46035805626598464,16,1,1,0,0,0,67,49,15,42,10,26,74,35.13513513513514,48,45,3,42,34,94,21,1,3180,37,285,1871,1056,63,3180,66,41,62.121212121212125,24,36.36363636363637,2086,11609,5636,98,108,11,55,41,2487,152,74.7872340425532,45,16,2,1,101,36,65,1.6624040920716112,76.0,36.0,40.0,1.0230179028132993,0,14,60,3,69,34,49,0,0,0,264,7,6,53.84615384615385,124,0,1.0,0.0,1.0,0.0,0.0,0.0185074626865671,0.0189950980392156
Raphinha,2024-2025,27,1996,41,37,3259,36.2,19,13,32,17,2,2,6,0,19.2,17.6,12.7,30.3,94,135,349,0.5248618784530387,0.3591160220994475,0.8839779005524862,0.46961325966850825,0.8287292817679557,0.5303867403314917,0.3508287292817679,0.8812154696132596,0.4861878453038674,0.8370165745856353,36.2,19,131,48,36.6412213740458,3.61878453038674,1.3259668508287292,0.1450381679389313,0.3958333333333333,18,2,2,0.13435114503816795,-1.2,-1.6,1064,1497,71.07548430193721,17773,4933,557,661,84.26626323751891,358,474,75.52742616033755,113,249,45.38152610441767,13,12.7,10.1,-3.7,91,87,67,18,135,1497,1260,225,49,11,15,241,19,140,48,41,0,1064,12,36,163,4.502762430939226,101,31,8,12,10,1,22,0.6077348066298343,11,2,4,2,2,1,36,22,6,19,11,19,39,48.717948717948715,20,29,2,27,13,47,26,0,1863,31,114,661,1113,183,1861,103,52,50.48543689320388,44,42.71844660194174,1016,5592,2865,94,66,46,53,29,1316,349,79.48780487804878,37,25,4,1,101,36,65,1.7955801104972375,75.3,36.1,39.2,1.0828729281767955,0,16,43,11,241,13,22,2,0,0,94,9,6,60.0,620,0,1.0,0.0,1.0,0.0,0.0,0.0925373134328358,0.0949754901960784
Robert Lewandowski,2024-2025,35,1988,39,34,2889,32.0,31,2,33,27,4,5,3,0,28.1,24.2,2.4,26.5,27,50,169,0.96875,0.0625,1.03125,0.84375,0.90625,0.878125,0.075,0.953125,0.75625,0.828125,32.0,31,121,49,40.49586776859504,3.78125,1.53125,0.256198347107438,0.6326530612244898,5,4,5,0.19999999999999998,-0.1,-0.2,402,545,73.76146788990826,5132,946,256,309,82.84789644012946,95,125,76.0,15,31,48.38709677419355,2,2.4,1.6,-0.4,20,31,10,0,50,545,526,15,1,3,7,6,0,0,0,0,0,402,4,22,54,1.6875,36,0,4,8,5,1,4,0.125,3,0,0,1,0,0,12,7,1,5,6,5,11,45.45454545454545,6,16,2,14,3,15,29,0,885,36,68,336,488,182,880,41,23,56.09756097560976,15,36.58536585365854,498,1894,628,27,11,16,78,45,697,169,74.07692307692308,34,16,5,5,79,32,47,1.46875,65.1,35.0,30.1,0.940625,0,37,43,19,6,3,7,0,0,0,51,38,43,46.913580246913575,49,0,1.0,0.0,1.0,0.0,0.0,0.0073134328358208,0.0075061274509803
Scott McTominay,2024-2025,27,1996,41,36,3260,36.2,14,4,18,14,0,0,5,0,7.8,7.8,2.8000000000000003,10.6,58,117,137,0.38674033149171266,0.11049723756906077,0.49723756906077343,0.38674033149171266,0.49723756906077343,0.21546961325966849,0.07734806629834254,0.292817679558011,0.21546961325966849,0.292817679558011,36.2,14,85,35,41.17647058823529,2.348066298342541,0.9668508287292817,0.16470588235294117,0.4,2,0,0,0.09176470588235294,5.2,5.2,829,996,83.23293172690764,13558,3272,412,471,87.47346072186836,318,366,86.88524590163934,69,96,71.875,4,2.8000000000000003,2.1,1.2,28,76,23,1,117,996,969,25,11,10,8,20,6,5,4,1,0,829,2,22,77,2.1270718232044197,45,3,3,17,7,2,10,0.2762430939226519,6,0,1,2,1,0,47,27,14,28,5,19,39,48.717948717948715,20,24,6,18,27,74,59,0,1429,62,261,770,423,114,1429,96,41,42.70833333333333,38,39.58333333333333,791,4475,2142,58,45,15,76,53,1015,137,79.51219512195122,36,32,5,0,52,30,22,0.6077348066298343,45.8,26.700000000000003,19.1,0.5276243093922652,0,50,66,5,20,27,27,1,0,0,150,73,55,57.03125,45,0,1.0,0.0,0.0,0.0,0.0,0.0067164179104477,0.0068933823529411
Serhou Guirassy,2024-2025,28,1996,31,30,2718,30.2,21,4,25,18,3,4,4,0,22.7,19.6,3.9,23.5,25,43,128,0.695364238410596,0.13245033112582782,0.8278145695364238,0.5960264900662252,0.728476821192053,0.7516556291390728,0.1291390728476821,0.8807947019867549,0.6490066225165564,0.7781456953642384,30.2,21,90,34,37.77777777777778,2.980132450331126,1.1258278145695364,0.23333333333333334,0.6176470588235294,1,3,4,0.2177777777777778,-1.7,-1.6,456,627,72.72727272727273,5726,933,305,375,81.33333333333333,105,147,71.42857142857143,16,23,69.56521739130434,4,3.9,3.1,0.1,25,28,14,0,43,627,578,48,0,9,3,1,0,0,0,0,0,456,1,12,53,1.7549668874172186,36,0,1,10,6,0,10,0.33112582781456956,5,0,0,3,2,0,7,6,2,2,3,2,5,40.0,3,10,3,7,4,11,38,0,965,40,76,485,410,160,961,39,11,28.205128205128204,21,53.84615384615385,528,2195,904,25,22,12,76,30,747,128,87.6774193548387,30,25,1,0,58,50,8,0.26490066225165565,52.8,37.1,15.7,0.5198675496688742,0,18,57,12,1,4,6,2,0,0,45,109,97,52.9126213592233,25,0,0.0,0.0,0.0,0.0,0.0,0.003731343283582,0.003829656862745
Viktor Gyokeres,2024-2025,26,1998,33,31,2804,31.2,39,7,46,27,12,12,4,0,30.8,21.4,7.1,28.5,133,68,335,1.25,0.22435897435897437,1.4743589743589745,0.8653846153846154,1.0897435897435899,0.9871794871794872,0.22756410256410256,1.2147435897435896,0.6858974358974359,0.9134615384615384,31.2,39,127,66,51.96850393700787,4.07051282051282,2.1153846153846154,0.30708661417322836,0.5909090909090909,7,12,12,0.168503937007874,8.2,5.6,506,709,71.36812411847673,6113,1128,332,429,77.3892773892774,120,165,72.72727272727273,14,21,66.66666666666666,7,7.1,6.9,-0.1,61,18,31,3,68,709,645,63,0,4,1,25,6,0,0,0,0,506,1,33,154,4.935897435897436,93,1,25,17,17,1,31,0.9935897435897436,14,0,9,2,6,0,9,5,0,3,6,4,8,50.0,4,13,3,10,6,15,20,0,1141,19,33,336,789,284,1129,132,60,45.45454545454545,65,49.24242424242424,748,5364,2859,133,41,97,94,55,904,335,84.96969696969697,31,29,2,0,80,26,54,1.7307692307692308,66.1,21.9,44.1,1.4134615384615385,0,24,77,9,25,6,5,4,0,0,75,36,35,50.70422535211267,56,0,1.0,0.0,1.0,0.0,0.0,0.0083582089552238,0.008578431372549
