model,alpha,val_spearman,val_pairwise_acc
with_trophies,10.0,0.6773438925112798,0.7617866004962779
with_trophies,0.1,0.6613281220444799,0.7593052109181141
with_trophies,0.01,0.64728352332744,0.7543424317617866
with_trophies,1.0,0.6458051445151199,0.7468982630272953
with_trophies,100.0,0.6228902729241599,0.7419354838709677
with_trophies,1000.0,0.4821978892850399,0.674937965260546
