model,alpha,val_spearman,val_pairwise_acc
performance_only_min_durability,10.0,0.46273256825615994,0.6550868486352357
performance_only_min_durability,1.0,0.41739561801168,0.6426799007444168
performance_only_min_durability,0.1,0.40482939810695995,0.6401985111662531
performance_only_min_durability,0.01,0.39423434995199996,0.6377171215880894
performance_only_min_durability,100.0,0.39053840292119996,0.6327543424317618
performance_only_min_durability,1000.0,0.33091045749095993,0.6153846153846154
