model,alpha,val_spearman,val_pairwise_acc
performance_only,0.1,0.2981397271512,0.5955334987593052
performance_only,10.0,0.2823703531531199,0.5905707196029777
performance_only,0.01,0.26290503212424,0.5831265508684863
performance_only,100.0,0.24639646872,0.5707196029776674
performance_only,1.0,0.22471357947263998,0.575682382133995
performance_only,1000.0,0.19292843500775997,0.5558312655086849
