season,model,n_boot,temperature,top1_gap_median,top1_gap_p05,top1_gap_p95,p_top1_gap_gt_0p02,winner_gap_median,winner_gap_p05,winner_gap_p95,p_winner_rank1
2024-2025,with_trophies,800,0.05,0.10081062151663088,0.017749273440357836,0.21477244325036066,0.93375,0.10081062151663088,0.0125775405376377,0.21477244325036066,0.97375
