model,alpha,val_spearman,val_pairwise_acc
performance_only_logtarget,0.01,0.49796726328311997,0.6674937965260546
performance_only_logtarget,1.0,0.4967352809395199,0.6699751861042184
performance_only_logtarget,0.1,0.49451771272103995,0.6650124069478908
performance_only_logtarget,10.0,0.4543550883196799,0.6625310173697271
performance_only_logtarget,100.0,0.36269560195583994,0.6327543424317618
performance_only_logtarget,1000.0,0.28483431784032,0.598014888337469
